COST_CENTER,COST_CENTER_DEPARTMENT,COST_CENTER_NT2,PROVINCE,PROVINCE (THAI),ZIPCODE,กลุ่มงาน,ส่วน,ฝ่าย,สายงาน,อักษรย่อส่วน,อักษรย่อฝ่าย,COST_CENTER_NT1.5,ส่วน 1.5,สายงาน 1.5,กลุ่มงาน 1.5,ฝ่าย 1.5,อักษรย่อฝ่าย 1.5,หมายเหตุ
2O30200,2O30200,10058,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,บน.3.2,บน.3.2,2O30200,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,บน.3.2,
2O30201,2O30200,10058,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนสนับสนุนและบริการฝ่าย,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,สบน.3.2,บน.3.2,2O30201,ส่วนสนับสนุนและบริการฝ่าย,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,บน.3.2,
2O30202,2O30200,10058,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนการขายและลูกค้าสัมพันธ์ กรุงธนใต้,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,ขบน.3.2,บน.3.2,2O30202,ส่วนการขายและลูกค้าสัมพันธ์ กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,บน.3.2,
2O30203,2O30200,10058,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนปฏิบัติการระบบตอนนอก กรุงธนใต้,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,ตบน.3.2,บน.3.2,2O30203,ส่วนปฏิบัติการระบบตอนนอก กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,บน.3.2,
2O30204,2O30200,10058,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนปฏิบัติการวิศวกรรมสื่อสาร กรุงธนใต้,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,วบน.3.2,บน.3.2,2O30204,ส่วนปฏิบัติการวิศวกรรมสื่อสาร กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,บน.3.2,
2O30205,2O30200,10058,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนขายและบริการลูกค้า กรุงธนใต้ 1,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,บบน.3.2.1,บน.3.2,2O30205,ส่วนขายและบริการลูกค้า กรุงธนใต้ 1,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,บน.3.2,
2O30206,2O30200,10058,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนขายและบริการลูกค้า กรุงธนใต้ 2,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,สายงานขายและปฏิบัติการลูกค้า 1,บบน.3.2.2,บน.3.2,2O30206,ส่วนขายและบริการลูกค้า กรุงธนใต้ 2,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า กรุงธนใต้,บน.3.2,
2O30300,2O30300,10179,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,บน.3.3,บน.3.3,2O30300,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,บน.3.3,
2O30301,2O30300,10179,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนสนับสนุนและบริการฝ่าย,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,สบน.3.3,บน.3.3,2O30301,ส่วนสนับสนุนและบริการฝ่าย,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,บน.3.3,
2O30302,2O30300,10179,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนการขายและลูกค้าสัมพันธ์ นนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,ขบน.3.3,บน.3.3,2O30302,ส่วนการขายและลูกค้าสัมพันธ์ นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,บน.3.3,
2O30303,2O30300,10179,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนปฏิบัติการระบบตอนนอก นนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,ตบน.3.3,บน.3.3,2O30303,ส่วนปฏิบัติการระบบตอนนอก นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,บน.3.3,
2O30304,2O30300,10179,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนปฏิบัติการวิศวกรรมสื่อสาร นนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,วบน.3.3,บน.3.3,2O30304,ส่วนปฏิบัติการวิศวกรรมสื่อสาร นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,บน.3.3,
2O30305,2O30300,10179,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนขายและบริการลูกค้า นนทบุรี 1,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,บบน.3.3.1,บน.3.3,2O30305,ส่วนขายและบริการลูกค้า นนทบุรี 1,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,บน.3.3,
2O30306,2O30300,10179,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนขายและบริการลูกค้า นนทบุรี 2,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,บบน.3.3.2,บน.3.3,2O30306,ส่วนขายและบริการลูกค้า นนทบุรี 2,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,บน.3.3,
2O30307,2O30300,10179,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ส่วนขายและบริการลูกค้า นนทบุรี 3,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,สายงานขายและปฏิบัติการลูกค้า 1,บบน.3.3.3,บน.3.3,2O30307,ส่วนขายและบริการลูกค้า นนทบุรี 3,สายงานขายและปฏิบัติการลูกค้า 1,กลุ่มขายและปฏิบัติการลูกค้า เขตกรุงธน และนนทบุรี,ฝ่ายขายและปฏิบัติการลูกค้า นนทบุรี,บน.3.3,
2Q00000,2Q00000,V0001,Songkhla,สงขลา,90110,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,รจญ.ภน.,ภน.,2Q00000,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,ภน.,
2Q00001,2Q00000,V0001,Songkhla,สงขลา,90110,สายงานขายและปฏิบัติการลูกค้า 2,ส่วนสนับสนุนและบริการสายงาน,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,สภน.,ภน.,2Q00001,ส่วนสนับสนุนและบริการสายงาน,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,ภน.,
2Q00002,2Q00000,V0001,Songkhla,สงขลา,90110,สายงานขายและปฏิบัติการลูกค้า 2,ส่วนวางแผนวิศวกรรมและบริหารธุรกิจ,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,วภน.,ภน.,2Q00002,ส่วนวางแผนวิศวกรรมและบริหารธุรกิจ,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,สายงานขายและปฏิบัติการลูกค้า 2,ภน.,
2Q30000,2Q30000,W0000,Khon Kaen,ขอนแก่น,40000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,สายงานขายและปฏิบัติการลูกค้า 2,ชจญ.ภน.1,ภน.1,2Q30000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ภน.1,
2Q30001,2Q30000,W0000,Khon Kaen,ขอนแก่น,40000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนบัญชีการเงินและสนับสนุนบริการกลุ่ม,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,สายงานขายและปฏิบัติการลูกค้า 2,งภน.1,ภน.1,2Q30001,ส่วนบัญชีการเงินและสนับสนุนบริการกลุ่ม,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ภน.1,
2Q30003,2Q30000,W0000,Khon Kaen,ขอนแก่น,40000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนบริหารการตลาดและลูกค้าสำคัญ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,สายงานขายและปฏิบัติการลูกค้า 2,ตภน.1,ภน.1,2Q30003,ส่วนบริหารการตลาดและลูกค้าสำคัญ,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ภน.1,
2Q30004,2Q30000,W0000,Khon Kaen,ขอนแก่น,40000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนพัสดุ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,สายงานขายและปฏิบัติการลูกค้า 2,พภน.1,ภน.1,2Q30004,ส่วนพัสดุ,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ภน.1,
2Q30005,2Q30000,W0000,Khon Kaen,ขอนแก่น,40000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนวิศวกรรมและบริหารโครงข่าย,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,สายงานขายและปฏิบัติการลูกค้า 2,วภน.1,ภน.1,2Q30005,ส่วนวิศวกรรมและบริหารโครงข่าย,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ภน.1,
2Q30006,2Q30000,W0000,Khon Kaen,ขอนแก่น,40000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนระบบบำรุงรักษากลาง,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,สายงานขายและปฏิบัติการลูกค้า 2,ลภน.1,ภน.1,2Q30006,ส่วนระบบบำรุงรักษากลาง,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ภน.1,
2Q30100,2Q30100,WC000,Chiang Mai,เชียงใหม่,50000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,ภน.1.1,ภน.1.1,2Q30100,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,ภน.1.1,
2Q30101,2Q30100,WC000,Chiang Mai,เชียงใหม่,50000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนสนับสนุนและบริการฝ่าย,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,สภน.1.1,ภน.1.1,2Q30101,ส่วนสนับสนุนและบริการฝ่าย,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,ภน.1.1,
2Q30102,2Q30100,WC000,Chiang Mai,เชียงใหม่,50000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า เชียงใหม่,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.1(ชม.),ภน.1.1,2Q30102,ส่วนขายและบริการลูกค้า เชียงใหม่,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,ภน.1.1,
2Q30103,2Q30100,WC000,Chiang Mai,เชียงใหม่,50000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า แม่ฮ่องสอน,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.1(มส.),ภน.1.1,2Q30103,ส่วนขายและบริการลูกค้า แม่ฮ่องสอน,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,ภน.1.1,
2Q30104,2Q30100,WC000,Chiang Mai,เชียงใหม่,50000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า ลำปาง,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.1(ลป.),ภน.1.1,2Q30104,ส่วนขายและบริการลูกค้า ลำปาง,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,ภน.1.1,
2Q30105,2Q30100,WC000,Chiang Mai,เชียงใหม่,50000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า ลำพูน,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.1(ลพ.),ภน.1.1,2Q30105,ส่วนขายและบริการลูกค้า ลำพูน,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,ภน.1.1,
2Q30106,2Q30100,WC000,Chiang Mai,เชียงใหม่,50000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า พะเยา,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.1(พย.),ภน.1.1,2Q30106,ส่วนขายและบริการลูกค้า พะเยา,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,ภน.1.1,
2Q30107,2Q30100,WC000,Chiang Mai,เชียงใหม่,50000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า เชียงราย,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.1(ชร.),ภน.1.1,2Q30107,ส่วนขายและบริการลูกค้า เชียงราย,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนบน,ภน.1.1,
2Q30200,2Q30200,WD000,Phitsanulok,พิษณุโลก,65000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,ภน.1.2,ภน.1.2,2Q30200,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ภน.1.2,
2Q30201,2Q30200,WD000,Phitsanulok,พิษณุโลก,65000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนสนับสนุนและบริการฝ่าย,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,สภน.1.2,ภน.1.2,2Q30201,ส่วนสนับสนุนและบริการฝ่าย,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ภน.1.2,
2Q30202,2Q30200,WD000,Phitsanulok,พิษณุโลก,65000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า พิษณุโลก,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.2(พล.),ภน.1.2,2Q30202,ส่วนขายและบริการลูกค้า พิษณุโลก,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ภน.1.2,
2Q30203,2Q30200,WD000,Phitsanulok,พิษณุโลก,65000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า แพร่,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.2(พร.),ภน.1.2,2Q30203,ส่วนขายและบริการลูกค้า แพร่,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ภน.1.2,
2Q30204,2Q30200,WD000,Phitsanulok,พิษณุโลก,65000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า น่าน,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.2(นน.),ภน.1.2,2Q30204,ส่วนขายและบริการลูกค้า น่าน,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ภน.1.2,
2Q30205,2Q30200,WD000,Phitsanulok,พิษณุโลก,65000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า สุโขทัย,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.2(สท.),ภน.1.2,2Q30205,ส่วนขายและบริการลูกค้า สุโขทัย,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ภน.1.2,
2Q30206,2Q30200,WD000,Phitsanulok,พิษณุโลก,65000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า อุตรดิตถ์,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.2(อต.),ภน.1.2,2Q30206,ส่วนขายและบริการลูกค้า อุตรดิตถ์,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ภน.1.2,
2Q30207,2Q30200,WD000,Phitsanulok,พิษณุโลก,65000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า ตาก,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.2(ตก.),ภน.1.2,2Q30207,ส่วนขายและบริการลูกค้า ตาก,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ภน.1.2,
2Q30208,2Q30200,WD000,Phitsanulok,พิษณุโลก,65000,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ส่วนขายและบริการลูกค้า กำแพงเพชร,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,สายงานขายและปฏิบัติการลูกค้า 2,บภน.1.2(กพ.),ภน.1.2,2Q30208,ส่วนขายและบริการลูกค้า กำแพงเพชร,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคเหนือ,ฝ่ายขายและปฏิบัติการลูกค้า ภาคเหนือตอนล่าง,ภน.1.2,
2Q20000,2Q20000,V0000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,ชจญ.ภน.2,ภน.2,2Q20000,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,ภน.2,
2Q20001,2Q20000,V0000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,ส่วนบัญชีการเงินและสนับสนุนบริการกลุ่ม,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,สายงานขายและปฏิบัติการลูกค้า 2,งภน.2,ภน.2,2Q20001,ส่วนบัญชีการเงินและสนับสนุนบริการกลุ่ม,สายงานขายและปฏิบัติการลูกค้า 2,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,กลุ่มขายและปฏิบัติการลูกค้า ภาคตะวันออกเฉียงเหนือตอนบน,ภน.2,
